"Country","Subgroup","Year","Unit","Value","Value Footnotes"
"Malaysia: Peninsular Malaysia","Female","1986","Number","6637820","2"
"Malaysia: Peninsular Malaysia","Female","1985","Number","6468094","2"
"Malaysia: Peninsular Malaysia","Male","1990","Number","7338800","2"
"Malaysia: Peninsular Malaysia","Male","1989","Number","7178177","2"
"Malaysia: Peninsular Malaysia","Male","1988","Number","7015801","2"
"Malaysia: Peninsular Malaysia","Male","1987","Number","6851438","2"
"Malaysia: Peninsular Malaysia","Male","1986","Number","6684864","2"
"Malaysia: Peninsular Malaysia","Male","1985","Number","6512874","2"
"Maldives","Female","2005","Number","143834",""
"Maldives","Female","2004","Number","142436","8"
"Maldives","Female","2003","Number","140264","8"
"Maldives","Female","2002","Number","138042","8"
"Maldives","Female","2001","Number","135791","8"
"Maldives","Female","2000","Number","132901","2"
"Maldives","Female","2000","Number","133713","8"
"Maldives","Female","2000","Number","132816",""
"Maldives","Female","1999","Number","136506","8"
"Maldives","Female","1998","Number","131478","8"
"Maldives","Female","1997","Number","127133","8"
"Maldives","Female","1996","Number","123425","8"
"Maldives","Female","1995","Number","120192","2"
"Maldives","Female","1995","Number","120629",""
"Maldives","Female","1993","Number","116318","19"
"Maldives","Female","1992","Number","112587","19"
"Maldives","Female","1991","Number","108856","19"
"Maldives","Female","1990","Number","103879","2"
"Maldives","Female","1990","Number","105123","8"
"Maldives","Female","1990","Number","105072",""
"Maldives","Female","1985","Number","86606","2"
"Maldives","Female","1985","Number","88420",""
"Maldives","Male","2005","Number","151463",""
"Maldives","Male","2004","Number","147044","8"
"Maldives","Male","2003","Number","144802","8"
"Maldives","Male","2002","Number","142507","8"
"Maldives","Male","2001","Number","140184","8"
"Maldives","Male","2000","Number","137200","2"
"Maldives","Male","2000","Number","137697","8"
"Maldives","Male","2000","Number","140161",""
"Maldives","Male","1999","Number","141073","8"
"Maldives","Male","1998","Number","135986","8"
"Maldives","Male","1997","Number","131545","8"
"Maldives","Male","1996","Number","127727","8"
"Maldives","Male","1995","Number","124622","2"
"Maldives","Male","1995","Number","127222",""
"Maldives","Male","1993","Number","122045","19"
"Maldives","Male","1992","Number","118232","19"
"Maldives","Male","1991","Number","114420","19"
"Maldives","Male","1990","Number","109336","2"
"Maldives","Male","1990","Number","110626","8"
"Maldives","Male","1990","Number","110593",""
"Maldives","Male","1985","Number","93482","2"
"Maldives","Male","1985","Number","95175",""
"Mali","Female","2005","Number","5959589",""
"Mali","Female","2000","Number","5136627",""
"Mali","Female","1998","Number","4943056","4"
"Mali","Female","1996","Number","4604500","8"
"Mali","Female","1995","Number","4475874",""
"Mali","Female","1990","Number","3917745",""
"Mali","Female","1987","Number","3935637","4"
"Mali","Female","1985","Number","3455778",""
"Mali","Male","2005","Number","5651501",""
"Mali","Male","2000","Number","4867578",""
"Mali","Male","1998","Number","4847436","4"
"Mali","Male","1996","Number","4264475","8"
"Mali","Male","1995","Number","4259954",""
"Mali","Male","1990","Number","3751237",""
"Mali","Male","1987","Number","3760711","4"
"Mali","Male","1985","Number","3338146",""
"Malta","Female","2005","Number","202589",""
"Malta","Female","2004","Number","202446","4"
"Malta","Female","2003","Number","201114","4"
"Malta","Female","2002","Number","200460","4"
"Malta","Female","2001","Number","199278","4"
"Malta","Female","2000","Number","192805","4"
"Malta","Female","2000","Number","196140",""
"Malta","Female","1999","Number","191612","4"
"Malta","Female","1998","Number","190829","4"
"Malta","Female","1997","Number","189849","4"
"Malta","Female","1996","Number","188639","4"
"Malta","Female","1995","Number","191296","84"
"Malta","Female","1995","Number","187298","4"
"Malta","Female","1995","Number","190634",""
"Malta","Female","1994","Number","186613","4"
"Malta","Female","1993","Number","185199","4"
"Malta","Female","1992","Number","183550","4"
"Malta","Female","1991","Number","181858","4"
"Malta","Female","1990","Number","180128","4"
"Malta","Female","1990","Number","182349",""
"Malta","Female","1989","Number","182078","4"
"Malta","Female","1988","Number","180219","4"
"Malta","Female","1987","Number","178380","4"
"Malta","Female","1986","Number","174138","4"
"Malta","Female","1985","Number","175732","85"
"Malta","Female","1985","Number","173032","4"
"Malta","Female","1985","Number","175050",""
"Malta","Male","2005","Number","200028",""
"Malta","Male","2004","Number","198860","4"
"Malta","Male","2003","Number","197468","4"
"Malta","Male","2002","Number","196836","4"
"Malta","Male","2001","Number","195363","4"
"Malta","Male","2000","Number","189720","4"
"Malta","Male","2000","Number","192766",""
"Malta","Male","1999","Number","188589","4"
"Malta","Male","1998","Number","187689","4"
"Malta","Male","1997","Number","186664","4"
"Malta","Male","1996","Number","185319","4"
"Malta","Male","1995","Number","186836","84"
"Malta","Male","1995","Number","183875","4"
"Malta","Male","1995","Number","187151",""
"Malta","Male","1994","Number","182838","4"
"Malta","Male","1993","Number","181232","4"
"Malta","Male","1992","Number","179427","4"
"Malta","Male","1991","Number","177685","4"
"Malta","Male","1990","Number","175782","4"
"Malta","Male","1990","Number","177777",""
"Malta","Male","1989","Number","176110","4"
"Malta","Male","1988","Number","174313","4"
"Malta","Male","1987","Number","172534","4"
"Malta","Male","1986","Number","169196","4"
"Malta","Male","1985","Number","169973","85"
"Malta","Male","1985","Number","167875","4"
"Malta","Male","1985","Number","169310",""
"Marshall Islands","Female","2002","Number","27636","8"
"Marshall Islands","Female","2001","Number","26624","8"
"Marshall Islands","Female","2000","Number","25695","8"
"Marshall Islands","Female","1999","Number","24814","2"
"Marshall Islands","Female","1999","Number","24850","8"
"Marshall Islands","Female","1998","Number","31066","8"
"Marshall Islands","Female","1997","Number","29852","8"
"Marshall Islands","Female","1996","Number","28039","8"
"Marshall Islands","Female","1995","Number","27162","8"
"Marshall Islands","Female","1994","Number","26490","8"
"Marshall Islands","Female","1993","Number","25456","8"
"Marshall Islands","Female","1992","Number","24461","8"
"Marshall Islands","Female","1991","Number","23509","8"
"Marshall Islands","Female","1990","Number","22590","8"
"Marshall Islands","Female","1989","Number","21709","8"
"Marshall Islands","Female","1988","Number","21199","2"
"Marshall Islands","Female","1988","Number","20860","8"
"Marshall Islands","Female","1987","Number","20635","8"
"Marshall Islands","Female","1986","Number","19822","8"
"Marshall Islands","Female","1985","Number","19038","8"
"Marshall Islands","Male","2002","Number","29003","8"
"Marshall Islands","Male","2001","Number","27960","8"
"Marshall Islands","Male","2000","Number","26976","8"
"Marshall Islands","Male","1999","Number","26034","2"
"Marshall Islands","Male","1999","Number","26058","8"
"Marshall Islands","Male","1998","Number","32235","8"
"Marshall Islands","Male","1997","Number","30999","8"
"Marshall Islands","Male","1996","Number","29323","8"
"Marshall Islands","Male","1995","Number","28413","8"
"Marshall Islands","Male","1994","Number","27579","8"
"Marshall Islands","Male","1993","Number","26521","8"
"Marshall Islands","Male","1992","Number","25508","8"
"Marshall Islands","Male","1991","Number","24532","8"
"Marshall Islands","Male","1990","Number","23598","8"
"Marshall Islands","Male","1989","Number","22698","8"
"Marshall Islands","Male","1988","Number","22181","2"
"Marshall Islands","Male","1988","Number","21832","8"
"Marshall Islands","Male","1987","Number","21295","8"
"Marshall Islands","Male","1986","Number","20466","8"
"Marshall Islands","Male","1985","Number","19668","8"
"Martinique","Female","2005","Number","208318",""
"Martinique","Female","2003","Number","206468","4"
"Martinique","Female","2002","Number","205729","4"
"Martinique","Female","2001","Number","204200","4"
"Martinique","Female","2000","Number","202571","4"
"Martinique","Female","2000","Number","203296",""
"Martinique","Female","1999","Number","200415","4"
"Martinique","Female","1999","Number","200951","4"
"Martinique","Female","1998","Number","199038","4"
"Martinique","Female","1997","Number","196845","4"
"Martinique","Female","1995","Number","195050",""
"Martinique","Female","1990","Number","185701","4"
"Martinique","Female","1990","Number","186080",""
"Martinique","Female","1985","Number","175709",""
"Martinique","Male","2005","Number","187578",""
"Martinique","Male","2003","Number","184084","4"
"Martinique","Male","2002","Number","183727","4"
"Martinique","Male","2001","Number","182935","4"
"Martinique","Male","2000","Number","182044","4"
"Martinique","Male","2000","Number","182629",""
"Martinique","Male","1999","Number","180910","4"
"Martinique","Male","1999","Number","181140","4"
"Martinique","Male","1998","Number","180005","4"
"Martinique","Male","1997","Number","178702","4"
"Martinique","Male","1995","Number","180283",""
"Martinique","Male","1990","Number","173878","4"
"Martinique","Male","1990","Number","174227",""
"Martinique","Male","1985","Number","164811",""
"Mauritania","Female","2005","Number","1465127",""
"Mauritania","Female","2000","Number","1307743","2"
"Mauritania","Female","2000","Number","1274001",""
"Mauritania","Female","1995","Number","1109347",""
"Mauritania","Female","1994","Number","1113043","8"
"Mauritania","Female","1993","Number","1081480","8"
"Mauritania","Female","1990","Number","971782",""
"Mauritania","Female","1988","Number","941061","86"
"Mauritania","Female","1985","Number","857800",""
"Mauritania","Male","2005","Number","1497978",""
"Mauritania","Male","2000","Number","1240414","2"
"Mauritania","Male","2000","Number","1292151",""
"Mauritania","Male","1995","Number","1116152",""
"Mauritania","Male","1994","Number","1098430","8"
"Mauritania","Male","1993","Number","1066298","8"
"Mauritania","Male","1990","Number","973487",""
"Mauritania","Male","1988","Number","923175","86"
"Mauritania","Male","1985","Number","857228",""
"Mauritius","Female","2005","Number","624931","87"
"Mauritius","Female","2004","Number","623278","4"
"Mauritius","Female","2003","Number","617727","4"
"Mauritius","Female","2002","Number","611038","4"
"Mauritius","Female","2001","Number","605391","4"
"Mauritius","Female","2000","Number","595092","4"
"Mauritius","Female","2000","Number","598661","4"
"Mauritius","Female","2000","Number","595812","87"
"Mauritius","Female","1999","Number","592098","4"
"Mauritius","Female","1998","Number","583801","4"
"Mauritius","Female","1997","Number","577115","4"
"Mauritius","Female","1995","Number","563524","87"
"Mauritius","Female","1990","Number","528900","2"
"Mauritius","Female","1990","Number","528901","87"
"Mauritius","Female","1985","Number","509554","87"
"Mauritius","Male","2005","Number","616242","87"
"Mauritius","Male","2004","Number","610108","4"
"Mauritius","Male","2003","Number","605084","4"
"Mauritius","Male","2002","Number","599165","4"
"Mauritius","Male","2001","Number","594490","4"
"Mauritius","Male","2000","Number","583756","4"
"Mauritius","Male","2000","Number","588212","4"
"Mauritius","Male","2000","Number","590032","87"
"Mauritius","Male","1999","Number","583169","4"
"Mauritius","Male","1998","Number","576620","4"
"Mauritius","Male","1997","Number","571169","4"
"Mauritius","Male","1995","Number","561154","87"
"Mauritius","Male","1990","Number","527760","2"
"Mauritius","Male","1990","Number","527760","87"
"Mauritius","Male","1985","Number","506262","87"
"Mauritius: Island of Mauritius","Female","1996","Number","548997","4"
"Mauritius: Island of Mauritius","Female","1994","Number","538231","4"
"Mauritius: Island of Mauritius","Female","1993","Number","530211","4"
"Mauritius: Island of Mauritius","Female","1992","Number","524216","4"
"Mauritius: Island of Mauritius","Female","1990","Number","511780","2"
"Mauritius: Island of Mauritius","Male","1996","Number","549671","4"
"Mauritius: Island of Mauritius","Male","1994","Number","539715","4"
"Mauritius: Island of Mauritius","Male","1993","Number","532599","4"
"Mauritius: Island of Mauritius","Male","1992","Number","525751","4"
"Mauritius: Island of Mauritius","Male","1990","Number","510676","2"
"Mexico","Female","2005","Number","53347441",""
"Mexico","Female","2004","Number","52187289","3"
"Mexico","Female","2003","Number","51638380","3"
"Mexico","Female","2002","Number","51046740","3"
"Mexico","Female","2001","Number","50403134","3"
"Mexico","Female","2000","Number","49891159","4"
"Mexico","Female","2000","Number","49716147","3"
"Mexico","Female","2000","Number","50498519",""
"Mexico","Female","1999","Number","49003488","3"
"Mexico","Female","1998","Number","48287542","3"
"Mexico","Female","1997","Number","47574951","3"
"Mexico","Female","1996","Number","46848058","3"
"Mexico","Female","1995","Number","46102285","3"
"Mexico","Female","1995","Number","46429286",""
"Mexico","Female","1994","Number","45340038","3"
"Mexico","Female","1993","Number","44560341","3"
"Mexico","Female","1992","Number","43763431","3"
"Mexico","Female","1991","Number","42952021","3"
"Mexico","Female","1990","Number","41355676","4"
"Mexico","Female","1990","Number","42131072","3"
"Mexico","Female","1990","Number","42358133",""
"Mexico","Female","1985","Number","38633491",""
"Mexico","Male","2005","Number","50918951",""
"Mexico","Male","2004","Number","50814582","3"
"Mexico","Male","2003","Number","50361178","3"
"Mexico","Male","2002","Number","49862643","3"
"Mexico","Male","2001","Number","49312378","3"
"Mexico","Male","2000","Number","47592253","4"
"Mexico","Male","2000","Number","48722406","3"
"Mexico","Male","2000","Number","49236108",""
"Mexico","Male","1999","Number","48111343","3"
"Mexico","Male","1998","Number","47502593","3"
"Mexico","Male","1997","Number","46903095","3"
"Mexico","Male","1996","Number","46282031","3"
"Mexico","Male","1995","Number","45622243","3"
"Mexico","Male","1995","Number","45393438",""
"Mexico","Male","1994","Number","44925737","3"
"Mexico","Male","1993","Number","44191673","3"
"Mexico","Male","1992","Number","43421401","3"
"Mexico","Male","1991","Number","42631315","3"
"Mexico","Male","1990","Number","39893969","4"
"Mexico","Male","1990","Number","41839942","3"
"Mexico","Male","1990","Number","41644000",""
"Mexico","Male","1985","Number","38192033",""
"Monaco","Female","2000","Number","16476","4"
"Monaco","Female","1990","Number","15735","4"
"Monaco","Male","2000","Number","15544","4"
"Monaco","Male","1990","Number","14237","4"
"Mongolia","Female","2005","Number","1293313",""
"Mongolia","Female","2004","Number","1286575","8"
"Mongolia","Female","2003","Number","1269832","8"
"Mongolia","Female","2002","Number","1253245","8"
"Mongolia","Female","2001","Number","1229784","8"
"Mongolia","Female","2000","Number","1195512","2"
"Mongolia","Female","2000","Number","1205452","8"
"Mongolia","Female","2000","Number","1235438",""
"Mongolia","Female","1999","Number","1180859","8"
"Mongolia","Female","1998","Number","1159682","8"
"Mongolia","Female","1997","Number","1153457","8"
"Mongolia","Female","1996","Number","1143486","8"
"Mongolia","Female","1995","Number","1131021","8"
"Mongolia","Female","1995","Number","1194526",""
"Mongolia","Female","1994","Number","1117517","8"
"Mongolia","Female","1993","Number","1126454","8"
"Mongolia","Female","1992","Number","1126994","8"
"Mongolia","Female","1991","Number","1079193","8"
"Mongolia","Female","1990","Number","1037199","8"
"Mongolia","Female","1990","Number","1110293",""
"Mongolia","Female","1989","Number","1023285","2"
"Mongolia","Female","1989","Number","1010400","8"
"Mongolia","Female","1988","Number","985250","8"
"Mongolia","Female","1987","Number","960700","8"
"Mongolia","Female","1986","Number","936850","8"
"Mongolia","Female","1985","Number","913950","8"
"Mongolia","Female","1985","Number","949747",""
"Mongolia","Male","2005","Number","1287391",""
"Mongolia","Male","2004","Number","1231996","8"
"Mongolia","Male","2003","Number","1219870","8"
"Mongolia","Male","2002","Number","1205717","8"
"Mongolia","Male","2001","Number","1195232","8"
"Mongolia","Male","2000","Number","1177981","2"
"Mongolia","Male","2000","Number","1185039","8"
"Mongolia","Male","2000","Number","1234077",""
"Mongolia","Male","1999","Number","1151534","8"
"Mongolia","Male","1998","Number","1121068","8"
"Mongolia","Male","1997","Number","1119654","8"
"Mongolia","Male","1996","Number","1111715","8"
"Mongolia","Male","1995","Number","1096815","8"
"Mongolia","Male","1995","Number","1194770",""
"Mongolia","Male","1994","Number","1079075","8"
"Mongolia","Male","1993","Number","1086317","8"
"Mongolia","Male","1992","Number","1088436","8"
"Mongolia","Male","1991","Number","1044117","8"
"Mongolia","Male","1990","Number","1019503","8"
"Mongolia","Male","1990","Number","1105788",""
"Mongolia","Male","1989","Number","1020669","2"
"Mongolia","Male","1989","Number","1010100","8"
"Mongolia","Male","1988","Number","988100","8"
"Mongolia","Male","1987","Number","964450","8"
"Mongolia","Male","1986","Number","940600","8"
"Mongolia","Male","1985","Number","917650","8"
"Mongolia","Male","1985","Number","959191",""
"Montenegro","Female","2005","Number","311806",""
"Montenegro","Female","2004","Number","315690","4"
"Montenegro","Female","2003","Number","314920","88"
"Montenegro","Female","2003","Number","314534","4"
"Montenegro","Female","2002","Number","312697","4"
"Montenegro","Female","2001","Number","330685","4"
"Montenegro","Female","2000","Number","328816","4"
"Montenegro","Female","2000","Number","329272",""
"Montenegro","Female","1999","Number","327072","4"
"Montenegro","Female","1998","Number","325277","4"
"Montenegro","Female","1997","Number","323396","4"
"Montenegro","Female","1996","Number","321463","4"
"Montenegro","Female","1995","Number","319247","4"
"Montenegro","Female","1995","Number","310524",""
"Montenegro","Female","1994","Number","317176","4"
"Montenegro","Female","1993","Number","315029","4"
"Montenegro","Female","1992","Number","312473","4"
"Montenegro","Female","1991","Number","309104","4"
"Montenegro","Female","1991","Number","309790","4"
"Montenegro","Female","1990","Number","324357","4"
"Montenegro","Female","1990","Number","297285",""
"Montenegro","Female","1989","Number","321323","4"
"Montenegro","Female","1988","Number","318438","4"
"Montenegro","Female","1987","Number","315182","4"
"Montenegro","Female","1986","Number","311966","4"
"Montenegro","Female","1985","Number","308817","4"
"Montenegro","Female","1985","Number","289930",""
"Montenegro","Male","2005","Number","296163",""
"Montenegro","Male","2004","Number","306428","4"
"Montenegro","Male","2003","Number","305225","88"
"Montenegro","Male","2003","Number","305744","4"
"Montenegro","Male","2002","Number","304814","4"
"Montenegro","Male","2001","Number","327538","4"
"Montenegro","Male","2000","Number","325458","4"
"Montenegro","Male","2000","Number","340868",""
"Montenegro","Male","1999","Number","323686","4"
"Montenegro","Male","1998","Number","321841","4"
"Montenegro","Male","1997","Number","320009","4"
"Montenegro","Male","1996","Number","318105","4"
"Montenegro","Male","1995","Number","315858","4"
"Montenegro","Male","1995","Number","312661",""
"Montenegro","Male","1994","Number","313749","4"
"Montenegro","Male","1993","Number","311566","4"
"Montenegro","Male","1992","Number","309148","4"
"Montenegro","Male","1991","Number","305931","4"
"Montenegro","Male","1991","Number","306645","4"
"Montenegro","Male","1990","Number","319945","4"
"Montenegro","Male","1990","Number","289671",""
"Montenegro","Male","1989","Number","317138","4"
"Montenegro","Male","1988","Number","314191","4"
"Montenegro","Male","1987","Number","310700","4"
"Montenegro","Male","1986","Number","307376","4"
"Montenegro","Male","1985","Number","304022","4"
"Montenegro","Male","1985","Number","286068",""
"Montserrat","Female","2001","Number","2073","2"
"Montserrat","Female","2000","Number","2481","2"
"Montserrat","Female","1999","Number","2235","2"
"Montserrat","Female","1998","Number","1651","2"
"Montserrat","Female","1997","Number","3075","89"
"Montserrat","Female","1996","Number","4086","89"
"Montserrat","Female","1995","Number","5166","2"
"Montserrat","Female","1994","Number","5208","2"
"Montserrat","Female","1991","Number","5349","2"
"Montserrat","Female","1985","Number","6104","2"
"Montserrat","Male","2001","Number","2418","2"
"Montserrat","Male","2000","Number","2793","2"
"Montserrat","Male","1999","Number","2536","2"
"Montserrat","Male","1998","Number","1944","2"
"Montserrat","Male","1997","Number","3019","89"
"Montserrat","Male","1996","Number","3781","89"
"Montserrat","Male","1995","Number","5158","2"
"Montserrat","Male","1994","Number","5194","2"
"Montserrat","Male","1991","Number","5290","2"
"Montserrat","Male","1985","Number","5748","2"
"Morocco","Female","2005","Number","15486872",""
"Morocco","Female","2004","Number","15039407","2"
"Morocco","Female","2003","Number","15116000","8"
"Morocco","Female","2002","Number","14889000","8"
"Morocco","Female","2001","Number","14658000","8"
"Morocco","Female","2000","Number","14424000","8"
"Morocco","Female","2000","Number","14569808",""
"Morocco","Female","1999","Number","14189000","8"
"Morocco","Female","1998","Number","13956000","8"
"Morocco","Female","1997","Number","13722000","8"
"Morocco","Female","1996","Number","13491000","8"
"Morocco","Female","1995","Number","13553422",""
"Morocco","Female","1994","Number","13074763","2"
"Morocco","Female","1993","Number","13277000","8"
"Morocco","Female","1992","Number","13018000","8"
"Morocco","Female","1991","Number","12756000","8"
"Morocco","Female","1990","Number","12492000","8"
"Morocco","Female","1990","Number","12436458",""
"Morocco","Female","1989","Number","12228000","8"
"Morocco","Female","1985","Number","11154742",""
"Morocco","Male","2005","Number","15008119",""
"Morocco","Male","2004","Number","14640662","2"
"Morocco","Male","2003","Number","14972000","8"
"Morocco","Male","2002","Number","14742000","8"
"Morocco","Male","2001","Number","14512000","8"
"Morocco","Male","2000","Number","14281000","8"
"Morocco","Male","2000","Number","14257307",""
"Morocco","Male","1999","Number","14049000","8"
"Morocco","Male","1998","Number","13819000","8"
"Morocco","Male","1997","Number","13588000","8"
"Morocco","Male","1996","Number","13357000","8"
"Morocco","Male","1995","Number","13397183",""
"Morocco","Male","1994","Number","12944517","2"
"Morocco","Male","1993","Number","12792000","8"
"Morocco","Male","1992","Number","12529000","8"
"Morocco","Male","1991","Number","12264000","8"
"Morocco","Male","1990","Number","11995000","8"
"Morocco","Male","1990","Number","12371285",""
"Morocco","Male","1989","Number","11723000","8"
"Morocco","Male","1985","Number","11144312",""
"Mozambique","Female","2005","Number","10599764",""
"Mozambique","Female","2000","Number","9405791","90"
"Mozambique","Female","2000","Number","9452937",""
"Mozambique","Female","1999","Number","9168504","90"
"Mozambique","Female","1998","Number","8937204","90"
"Mozambique","Female","1997","Number","8384940","91"
"Mozambique","Female","1997","Number","8711739","90"
"Mozambique","Female","1996","Number","8491962","90"
"Mozambique","Female","1995","Number","8277729","90"
"Mozambique","Female","1995","Number","8335203",""
"Mozambique","Female","1994","Number","8560258","90"
"Mozambique","Female","1993","Number","8039365","90"
"Mozambique","Female","1992","Number","7639828","90"
"Mozambique","Female","1991","Number","7442992","90"
"Mozambique","Female","1990","Number","7284958","90"
"Mozambique","Female","1990","Number","7069676",""
"Mozambique","Female","1989","Number","7179612","8"
"Mozambique","Female","1988","Number","7142813","8"
"Mozambique","Female","1987","Number","7212935","8"
"Mozambique","Female","1986","Number","7228056","8"
"Mozambique","Female","1985","Number","7083012","8"
"Mozambique","Female","1985","Number","6828258",""
"Mozambique","Male","2005","Number","9932911",""
"Mozambique","Male","2000","Number","8284793","90"
"Mozambique","Male","2000","Number","8741259",""
"Mozambique","Male","1999","Number","8130680","90"
"Mozambique","Male","1998","Number","7979434","90"
"Mozambique","Male","1997","Number","7714306","91"
"Mozambique","Male","1997","Number","7831001","90"
"Mozambique","Male","1996","Number","7685330","90"
"Mozambique","Male","1995","Number","7542368","90"
"Mozambique","Male","1995","Number","7607527",""
"Mozambique","Male","1994","Number","8053619","90"
"Mozambique","Male","1993","Number","7543874","90"
"Mozambique","Male","1992","Number","7150221","90"
"Mozambique","Male","1991","Number","6976881","90"
"Mozambique","Male","1990","Number","6866474","90"
"Mozambique","Male","1990","Number","6473832",""
"Mozambique","Male","1989","Number","6805325","8"
"Mozambique","Male","1988","Number","6803377","8"
"Mozambique","Male","1987","Number","6903267","8"
"Mozambique","Male","1986","Number","6932487","8"
"Mozambique","Male","1985","Number","6784690","8"
"Mozambique","Male","1985","Number","6495847",""
"Myanmar","Female","2005","Number","24208993",""
"Myanmar","Female","2000","Number","23073247",""
"Myanmar","Female","1997","Number","23363000","13"
"Myanmar","Female","1995","Number","21658811",""
"Myanmar","Female","1994","Number","22090000","8"
"Myanmar","Female","1993","Number","21678000","8"
"Myanmar","Female","1992","Number","21354000","8"
"Myanmar","Female","1991","Number","20959000","8"
"Myanmar","Female","1990","Number","20152763",""
"Myanmar","Female","1986","Number","19818600","8"
"Myanmar","Female","1985","Number","19433469","8"
"Myanmar","Female","1985","Number","18470418",""
"Myanmar","Male","2005","Number","23758273",""
"Myanmar","Male","2000","Number","22810760",""
"Myanmar","Male","1997","Number","23039000","13"
"Myanmar","Male","1995","Number","21475214",""
"Myanmar","Male","1994","Number","21832000","8"
"Myanmar","Male","1993","Number","21438000","8"
"Myanmar","Male","1992","Number","20979000","8"
"Myanmar","Male","1991","Number","20593000","8"
"Myanmar","Male","1990","Number","19994045",""
"Myanmar","Male","1986","Number","19592200","8"
"Myanmar","Male","1985","Number","19107650","8"
"Myanmar","Male","1985","Number","18319917",""
"Namibia","Female","2005","Number","1024856",""
"Namibia","Female","2001","Number","942572","92"
"Namibia","Female","2000","Number","929600","13"
"Namibia","Female","2000","Number","956283",""
"Namibia","Female","1995","Number","844849",""
"Namibia","Female","1991","Number","723593","2"
"Namibia","Female","1990","Number","725272",""
"Namibia","Female","1985","Number","582343",""
"Namibia","Male","2005","Number","994821",""
"Namibia","Male","2001","Number","887721","92"
"Namibia","Male","2000","Number","886900","13"
"Namibia","Male","2000","Number","923175",""
"Namibia","Male","1995","Number","812057",""
"Namibia","Male","1991","Number","686327","2"
"Namibia","Male","1990","Number","692173",""
"Namibia","Male","1985","Number","548512",""
"Nauru","Female","1992","Number","4840","2"
"Nauru","Male","1992","Number","5079","2"
"Nepal","Female","2005","Number","13666649",""
"Nepal","Female","2004","Number","12390837","3"
"Nepal","Female","2003","Number","12123734","3"
"Nepal","Female","2002","Number","11855956","3"
"Nepal","Female","2001","Number","11587502","93"
"Nepal","Female","2001","Number","11587502","3"
"Nepal","Female","2000","Number","12292155",""
"Nepal","Female","1999","Number","11199545","3"
"Nepal","Female","1996","Number","10437731","3"
"Nepal","Female","1995","Number","10888157",""
"Nepal","Female","1991","Number","9270123","4"
"Nepal","Female","1990","Number","9481539",""
"Nepal","Female","1985","Number","8418892",""
"Nepal","Male","2005","Number","13427007",""
"Nepal","Male","2004","Number","12406222","3"
"Nepal","Male","2003","Number","12126262","3"
"Nepal","Male","2002","Number","11845495","3"
"Nepal","Male","2001","Number","11563921","93"
"Nepal","Male","2001","Number","11563921","3"
"Nepal","Male","2000","Number","12127144",""
"Nepal","Male","1999","Number","11167503","3"
"Nepal","Male","1996","Number","10393913","3"
"Nepal","Male","1995","Number","10783548",""
"Nepal","Male","1991","Number","9220974","4"
"Nepal","Male","1990","Number","9632627",""
"Nepal","Male","1985","Number","8584099",""
"Netherlands","Female","2005","Number","8252623",""
"Netherlands","Female","2004","Number","8225833","4"
"Netherlands","Female","2003","Number","8194610","4"
"Netherlands","Female","2002","Number","8133318","94"
"Netherlands","Female","2002","Number","8155209","4"
"Netherlands","Female","2001","Number","8105269","4"
"Netherlands","Female","2000","Number","8047427","4"
"Netherlands","Female","2000","Number","8045871",""
"Netherlands","Female","1999","Number","7992294","4"
"Netherlands","Female","1998","Number","7940536","4"
"Netherlands","Female","1997","Number","7892211","4"
"Netherlands","Female","1996","Number","7850952","4"
"Netherlands","Female","1995","Number","7814120","4"
"Netherlands","Female","1995","Number","7814150",""
"Netherlands","Female","1994","Number","7776153","95"
"Netherlands","Female","1992","Number","7676311","4"
"Netherlands","Female","1991","Number","7590944","94"
"Netherlands","Female","1991","Number","7619752","96"
"Netherlands","Female","1990","Number","7562518","96"
"Netherlands","Female","1990","Number","7562512",""
"Netherlands","Female","1989","Number","7511363","4"
"Netherlands","Female","1988","Number","7464556","4"
"Netherlands","Female","1987","Number","7416062","4"
"Netherlands","Female","1986","Number","7367837","4"
"Netherlands","Female","1985","Number","7324566","4"
"Netherlands","Female","1985","Number","7324562",""
"Netherlands","Male","2005","Number","8075067",""
"Netherlands","Male","2004","Number","8055947","4"
"Netherlands","Male","2003","Number","8030693","4"
"Netherlands","Male","2002","Number","7971967","94"
"Netherlands","Male","2002","Number","7993719","4"
"Netherlands","Male","2001","Number","7940911","4"
"Netherlands","Male","2000","Number","7878086","4"
"Netherlands","Male","2000","Number","7878016",""
"Netherlands","Male","1999","Number","7819794","4"
"Netherlands","Male","1998","Number","7766673","4"
"Netherlands","Male","1997","Number","7718439","4"
"Netherlands","Male","1996","Number","7679546","4"
"Netherlands","Male","1995","Number","7644886","4"
"Netherlands","Male","1995","Number","7644750",""
"Netherlands","Male","1994","Number","7606685","95"
"Netherlands","Male","1992","Number","7507827","4"
"Netherlands","Male","1991","Number","7419501","94"
"Netherlands","Male","1991","Number","7449839","96"
"Netherlands","Male","1990","Number","7389006","96"
"Netherlands","Male","1990","Number","7389010",""
"Netherlands","Male","1989","Number","7337405","4"
"Netherlands","Male","1988","Number","7294013","4"
"Netherlands","Male","1987","Number","7248978","4"
"Netherlands","Male","1986","Number","7204429","4"
"Netherlands","Male","1985","Number","7167083","4"
"Netherlands","Male","1985","Number","7167078",""
"Netherlands Antilles","Female","2005","Number","99501",""
"Netherlands Antilles","Female","2004","Number","97659","97"
