"Country","Subgroup","Year","Unit","Value","Value Footnotes"
"Netherlands Antilles","Female","2003","Number","95125","97"
"Netherlands Antilles","Female","2002","Number","92793","97"
"Netherlands Antilles","Female","2001","Number","93132","98"
"Netherlands Antilles","Female","2001","Number","92398","97"
"Netherlands Antilles","Female","2000","Number","94766","97"
"Netherlands Antilles","Female","2000","Number","95377",""
"Netherlands Antilles","Female","1999","Number","98014","97"
"Netherlands Antilles","Female","1998","Number","100800","97"
"Netherlands Antilles","Female","1997","Number","101363","97"
"Netherlands Antilles","Female","1996","Number","100275","97"
"Netherlands Antilles","Female","1995","Number","99577","97"
"Netherlands Antilles","Female","1995","Number","99712",""
"Netherlands Antilles","Female","1992","Number","98767","98"
"Netherlands Antilles","Female","1992","Number","98704","97"
"Netherlands Antilles","Female","1991","Number","98442","97"
"Netherlands Antilles","Female","1990","Number","97798","97"
"Netherlands Antilles","Female","1990","Number","99296",""
"Netherlands Antilles","Female","1989","Number","97247","3"
"Netherlands Antilles","Female","1988","Number","97796","3"
"Netherlands Antilles","Female","1985","Number","94425",""
"Netherlands Antilles","Male","2005","Number","86891",""
"Netherlands Antilles","Male","2004","Number","85456","97"
"Netherlands Antilles","Male","2003","Number","83556","97"
"Netherlands Antilles","Male","2002","Number","81818","97"
"Netherlands Antilles","Male","2001","Number","82521","98"
"Netherlands Antilles","Male","2001","Number","81747","97"
"Netherlands Antilles","Male","2000","Number","84459","97"
"Netherlands Antilles","Male","2000","Number","85288",""
"Netherlands Antilles","Male","1999","Number","88162","97"
"Netherlands Antilles","Male","1998","Number","91253","97"
"Netherlands Antilles","Male","1997","Number","92010","97"
"Netherlands Antilles","Male","1996","Number","91169","97"
"Netherlands Antilles","Male","1995","Number","90627","97"
"Netherlands Antilles","Male","1995","Number","90950",""
"Netherlands Antilles","Male","1992","Number","90707","98"
"Netherlands Antilles","Male","1992","Number","90445","97"
"Netherlands Antilles","Male","1991","Number","90332","97"
"Netherlands Antilles","Male","1990","Number","89934","97"
"Netherlands Antilles","Male","1990","Number","91332",""
"Netherlands Antilles","Male","1989","Number","89369","3"
"Netherlands Antilles","Male","1988","Number","92383","3"
"Netherlands Antilles","Male","1985","Number","87391",""
"New Caledonia","Female","2005","Number","116159",""
"New Caledonia","Female","2004","Number","114304","18"
"New Caledonia","Female","2004","Number","109242","8"
"New Caledonia","Female","2003","Number","107663","19"
"New Caledonia","Female","2000","Number","105839",""
"New Caledonia","Female","1999","Number","101662","8"
"New Caledonia","Female","1998","Number","99939","8"
"New Caledonia","Female","1997","Number","98158","8"
"New Caledonia","Female","1996","Number","96074","99"
"New Caledonia","Female","1996","Number","96394","8"
"New Caledonia","Female","1995","Number","94621","8"
"New Caledonia","Female","1995","Number","94203",""
"New Caledonia","Female","1990","Number","83643",""
"New Caledonia","Female","1989","Number","80311","2"
"New Caledonia","Female","1985","Number","75966",""
"New Caledonia","Male","2005","Number","118026",""
"New Caledonia","Male","2004","Number","116485","18"
"New Caledonia","Male","2004","Number","112716","8"
"New Caledonia","Male","2003","Number","111314","19"
"New Caledonia","Male","2000","Number","109178",""
"New Caledonia","Male","1999","Number","105996","8"
"New Caledonia","Male","1998","Number","104413","8"
"New Caledonia","Male","1997","Number","102772","8"
"New Caledonia","Male","1996","Number","100762","99"
"New Caledonia","Male","1996","Number","101030","8"
"New Caledonia","Male","1995","Number","99226","8"
"New Caledonia","Male","1995","Number","98884",""
"New Caledonia","Male","1990","Number","87422",""
"New Caledonia","Male","1989","Number","83862","2"
"New Caledonia","Male","1985","Number","79378",""
"New Zealand","Female","2005","Number","2081046",""
"New Zealand","Female","2004","Number","2063700","4"
"New Zealand","Female","2003","Number","2037900","4"
"New Zealand","Female","2002","Number","2005100","4"
"New Zealand","Female","2001","Number","1957440","100"
"New Zealand","Female","2001","Number","1977300","4"
"New Zealand","Female","2000","Number","1964000","4"
"New Zealand","Female","2000","Number","1962188",""
"New Zealand","Female","1999","Number","1950200","4"
"New Zealand","Female","1998","Number","1937200","4"
"New Zealand","Female","1997","Number","1917700","4"
"New Zealand","Female","1996","Number","1840839","4"
"New Zealand","Female","1996","Number","1883800","4"
"New Zealand","Female","1995","Number","1855400","4"
"New Zealand","Female","1995","Number","1862590",""
"New Zealand","Female","1994","Number","1829100","4"
"New Zealand","Female","1993","Number","1805700","4"
"New Zealand","Female","1992","Number","1785600","4"
"New Zealand","Female","1991","Number","1741899","101"
"New Zealand","Female","1991","Number","1768700","4"
"New Zealand","Female","1990","Number","1706400","4"
"New Zealand","Female","1990","Number","1728298",""
"New Zealand","Female","1989","Number","1689000","2"
"New Zealand","Female","1988","Number","1678600","2"
"New Zealand","Female","1987","Number","1669700","2"
"New Zealand","Female","1986","Number","1646616","4"
"New Zealand","Female","1986","Number","1654300","2"
"New Zealand","Female","1985","Number","1638452",""
"New Zealand","Male","2005","Number","2016066",""
"New Zealand","Male","2004","Number","1997700","4"
"New Zealand","Male","2003","Number","1971300","4"
"New Zealand","Male","2002","Number","1934000","4"
"New Zealand","Male","2001","Number","1863309","100"
"New Zealand","Male","2001","Number","1903200","4"
"New Zealand","Male","2000","Number","1893800","4"
"New Zealand","Male","2000","Number","1891850",""
"New Zealand","Male","1999","Number","1884900","4"
"New Zealand","Male","1998","Number","1877800","4"
"New Zealand","Male","1997","Number","1863700","4"
"New Zealand","Male","1996","Number","1777464","4"
"New Zealand","Male","1996","Number","1830300","4"
"New Zealand","Male","1995","Number","1800100","4"
"New Zealand","Male","1995","Number","1810860",""
"New Zealand","Male","1994","Number","1773000","4"
"New Zealand","Male","1993","Number","1748700","4"
"New Zealand","Male","1992","Number","1728200","4"
"New Zealand","Male","1991","Number","1693050","101"
"New Zealand","Male","1991","Number","1708500","4"
"New Zealand","Male","1990","Number","1656100","4"
"New Zealand","Male","1990","Number","1682436",""
"New Zealand","Male","1989","Number","1641200","2"
"New Zealand","Male","1988","Number","1638400","2"
"New Zealand","Male","1987","Number","1633900","2"
"New Zealand","Male","1986","Number","1616670","4"
"New Zealand","Male","1986","Number","1622700","2"
"New Zealand","Male","1985","Number","1608650",""
"Nicaragua","Female","2005","Number","2739893",""
"Nicaragua","Female","2004","Number","2699573","3"
"Nicaragua","Female","2003","Number","2662472","3"
"Nicaragua","Female","2002","Number","2625791","3"
"Nicaragua","Female","2001","Number","2589740","3"
"Nicaragua","Female","2000","Number","2554536","3"
"Nicaragua","Female","2000","Number","2555989",""
"Nicaragua","Female","1999","Number","2480342","3"
"Nicaragua","Female","1998","Number","2414360","3"
"Nicaragua","Female","1997","Number","2350133","3"
"Nicaragua","Female","1996","Number","2287614","3"
"Nicaragua","Female","1995","Number","2209994","4"
"Nicaragua","Female","1995","Number","2330287","3"
"Nicaragua","Female","1995","Number","2334449",""
"Nicaragua","Female","1990","Number","2071669",""
"Nicaragua","Female","1989","Number","1868839","3"
"Nicaragua","Female","1988","Number","1808143","3"
"Nicaragua","Female","1987","Number","1748929","3"
"Nicaragua","Female","1986","Number","1691497","3"
"Nicaragua","Female","1985","Number","1636137","3"
"Nicaragua","Female","1985","Number","1855107",""
"Nicaragua","Male","2005","Number","2722646",""
"Nicaragua","Male","2004","Number","2685742","3"
"Nicaragua","Male","2003","Number","2651331","3"
"Nicaragua","Male","2002","Number","2617291","3"
"Nicaragua","Male","2001","Number","2583831","3"
"Nicaragua","Male","2000","Number","2551144","3"
"Nicaragua","Male","2000","Number","2552220",""
"Nicaragua","Male","1999","Number","2455217","3"
"Nicaragua","Male","1998","Number","2388742","3"
"Nicaragua","Male","1997","Number","2324066","3"
"Nicaragua","Male","1996","Number","2261141","3"
"Nicaragua","Male","1995","Number","2147105","4"
"Nicaragua","Male","1995","Number","2325683","3"
"Nicaragua","Male","1995","Number","2329539",""
"Nicaragua","Male","1990","Number","2069249",""
"Nicaragua","Male","1989","Number","1876192","3"
"Nicaragua","Male","1988","Number","1813451","3"
"Nicaragua","Male","1987","Number","1752247","3"
"Nicaragua","Male","1986","Number","1692947","3"
"Nicaragua","Male","1985","Number","1635927","3"
"Nicaragua","Male","1985","Number","1859435",""
"Niger","Female","2005","Number","6540625",""
"Niger","Female","2001","Number","5410065","18"
"Niger","Female","2000","Number","5261949","3"
"Niger","Female","2000","Number","5489125",""
"Niger","Female","1999","Number","5104896","3"
"Niger","Female","1998","Number","4952529","3"
"Niger","Female","1997","Number","4804711","3"
"Niger","Female","1996","Number","4661305","3"
"Niger","Female","1995","Number","4611448",""
"Niger","Female","1990","Number","3900676",""
"Niger","Female","1988","Number","3658030","2"
"Niger","Female","1985","Number","3327381",""
"Niger","Male","2005","Number","6723565",""
"Niger","Male","2001","Number","5380287","18"
"Niger","Male","2000","Number","5230620","3"
"Niger","Male","2000","Number","5634826",""
"Niger","Male","1999","Number","5072184","3"
"Niger","Male","1998","Number","4918547","3"
"Niger","Male","1997","Number","4769563","3"
"Niger","Male","1996","Number","4625090","3"
"Niger","Male","1995","Number","4675117",""
"Niger","Male","1990","Number","3920952",""
"Niger","Male","1988","Number","3590070","2"
"Niger","Male","1985","Number","3381502",""
"Nigeria","Female","2005","Number","70768836",""
"Nigeria","Female","2004","Number","64716000","8"
"Nigeria","Female","2003","Number","62911036","102"
"Nigeria","Female","2002","Number","61074536","102"
"Nigeria","Female","2001","Number","59262056","102"
"Nigeria","Female","2000","Number","57473558","102"
"Nigeria","Female","2000","Number","62609974",""
"Nigeria","Female","1995","Number","49533048","102"
"Nigeria","Female","1995","Number","54812012",""
"Nigeria","Female","1991","Number","44462612","2"
"Nigeria","Female","1990","Number","47590291",""
"Nigeria","Female","1988","Number","52928277","8"
"Nigeria","Female","1987","Number","51728051","8"
"Nigeria","Female","1986","Number","50076557","8"
"Nigeria","Female","1985","Number","48811163","8"
"Nigeria","Female","1985","Number","41174053",""
"Nigeria","Male","2005","Number","70587247",""
"Nigeria","Male","2004","Number","64459000","8"
"Nigeria","Male","2003","Number","63241808","102"
"Nigeria","Male","2002","Number","61369212","102"
"Nigeria","Male","2001","Number","59538640","102"
"Nigeria","Male","2000","Number","57750754","102"
"Nigeria","Male","2000","Number","62162633",""
"Nigeria","Male","1995","Number","49676894","102"
"Nigeria","Male","1995","Number","54198048",""
"Nigeria","Male","1991","Number","44529608","2"
"Nigeria","Male","1990","Number","46863997",""
"Nigeria","Male","1988","Number","52028618","8"
"Nigeria","Male","1987","Number","49679575","8"
"Nigeria","Male","1986","Number","48091522","8"
"Nigeria","Male","1985","Number","46878383","8"
"Nigeria","Male","1985","Number","40424077",""
"Niue","Female","2001","Number","891","2"
"Niue","Female","1997","Number","1035","2"
"Niue","Female","1991","Number","1105","2"
"Niue","Female","1987","Number","1175","8"
"Niue","Female","1986","Number","1260","2"
"Niue","Female","1986","Number","1198","8"
"Niue","Female","1985","Number","1319","8"
"Niue","Male","2001","Number","897","2"
"Niue","Male","1997","Number","1053","2"
"Niue","Male","1991","Number","1134","2"
"Niue","Male","1987","Number","1217","8"
"Niue","Male","1986","Number","1271","2"
"Niue","Male","1986","Number","1320","8"
"Niue","Male","1985","Number","1455","8"
"Norfolk Island","Female","2001","Number","1344","2"
"Norfolk Island","Female","1996","Number","1142","2"
"Norfolk Island","Female","1991","Number","1174","2"
"Norfolk Island","Female","1986","Number","1197","2"
"Norfolk Island","Male","2001","Number","1257","2"
"Norfolk Island","Male","1996","Number","1039","2"
"Norfolk Island","Male","1991","Number","1111","2"
"Norfolk Island","Male","1986","Number","1170","2"
"Northern Ireland","Female","1990","Number","809000","2"
"Northern Ireland","Female","1989","Number","806000","2"
